code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"DRE",17243,0,17243,,,"","","43 Assistant Store Manager.txt",,
"DRE",25200,1000,26200,,8,"","","42 Store Manager.txt",8957,
"DRE",,,30500,,,"AREA SALES MGR","","41 Area Manager.txt",4300,-4657
"DRE",40121,0,40121,,,"D SALES M","","40 District Manager.txt",9621,5321
"DRE",66134,0,66134,,,"REGIONAL SALES MGR","","39 Regional Manager.txt",26013,16392
"DRE",180000,0,180000,,6200,"SRVP STORE OPS","SR VP ADMIN","37 Top Store Operations.txt",113866,87853
