code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"CAM",16684,,16684,,,"","","43 Assistant Store Manager.txt",,
"CAM",26219,1148,27367,,8,"","","42 Store Manager.txt",10683,
"CAM",,,33405,,,"SR STORE MGR","","41 Area Manager.txt",6038,-4645
"CAM",46105,1602,47707,,,"DIST SUPRV","","40 District Manager.txt",14302,8264
"CAM",73355,2516,75871,,,"REG DR","","39 Regional Manager.txt",28164,13862
"CAM",165000,0,165000,,3000,"VP STORE OPS","CEO","37 Top Store Operations.txt",89129,60965
