code,base,bonus,total,hire,reports,title,reportsto,fileName,payGap
"REN",7.94,0,7.94,5.9,,"","","45 Full Time.txt",
"REN",19635,,19635,,,"","","43 Assistant Store Manager.txt",19627.06
"REN",32500,0,32500,,5,"","","42 Store Manager.txt",12865
"REN",62000,0,62000,,,"MARKET MGR","","40 District Manager.txt",29500
"REN",87576,0,87576,,,"REGIONAL DR","","39 Regional Manager.txt",25576
"REN",123750,25000,148750,,3131,"DIVISIONAL VP","SR VP/COO","37 Top Store Operations.txt",61174
"REN",,0,,,8800,"","","01 CEO.txt",
