code,base,bonus,total,hire,reports,title,reportsto,fileName,payGap
"LIM",5.27,0,5.27,,,"","","46 Part Time.txt",
"LIM",8.11,0,8.11,,,"","","45 Full Time.txt",2.84
"LIM",22917,,22917,,,"","","43 Assistant Store Manager.txt",22908.89
"LIM",30800,0,30800,,9,"","","42 Store Manager.txt",7883
"LIM",54608,0,54608,,,"D SALES M","","40 District Manager.txt",23808
"LIM",115357,0,115357,,,"REG SALES MGR","","39 Regional Manager.txt",60749
"LIM",,0,,,12885,"","","01 CEO.txt",
