code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"LEC",17800,60,17860,,,"","","43 Assistant Store Manager.txt",,
"LEC",25283,200,25483,,6,"","","42 Store Manager.txt",7623,
"LEC",46686,883,47569,,,"DM","","40 District Manager.txt",22086,14463
"LEC",114000,1291,115291,,,"REGIONAL VP","","39 Regional Manager.txt",67722,45636
"LEC",208000,12500,220500,,4500,"SR VP OF STORES","CEO","37 Top Store Operations.txt",105209,37487
