code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"CHA",10184,9624,19808,,,"","","43 Assistant Store Manager.txt",,
"CHA",32571,5727,38298,,15,"","","42 Store Manager.txt",18490,
"CHA",50584,12012,62596,,,"DM","","40 District Manager.txt",24298,5808
"CHA",70400,15786,86186,,,"REG VP","","39 Regional Manager.txt",23590,-708
"CHA",91300,38106,129406,,7700,"VP GEN S MGR","VP GEN MGR","37 Top Store Operations.txt",43220,19630
