code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"LAN",20300,,20300,,,"","","43 Assistant Store Manager.txt",,
"LAN",29200,1100,30300,,9,"","","42 Store Manager.txt",10000,
"LAN",53400,3200,56600,,,"DSM","","40 District Manager.txt",26300,16300
"LAN",126600,9100,135700,,,"RSM","","39 Regional Manager.txt",79100,52800
"LAN",330000,69000,399000,,8000,"EX VP STORES","CEO","37 Top Store Operations.txt",263300,184200
