code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"PET",15392,,15392,,,"","","43 Assistant Store Manager.txt",,
"PET",25369,,25369,,5,"","","42 Store Manager.txt",9977,
"PET",50356,0,50356,,,"DSM","","40 District Manager.txt",24987,15010
"PET",119167,0,119167,,,"TERRITORY VP","","39 Regional Manager.txt",68811,43824
"PET",225000,,225000,,6500,"SR VP STORES","CHAIR","37 Top Store Operations.txt",105833,37022
