code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"BOM",17540,,17540,,,"","","43 Assistant Store Manager.txt",,
"BOM",25400,2100,27500,,7,"","","42 Store Manager.txt",9960,
"BOM",46000,2100,48100,,,"DM","","40 District Manager.txt",20600,10640
"BOM",80200,6300,86500,,,"REG DR","","39 Regional Manager.txt",38400,17800
"BOM",175000,9000,184000,,3500,"SR VP STORES","CEO","37 Top Store Operations.txt",97500,59100
