code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"REN",19635,,19635,,,"","","43 Assistant Store Manager.txt",,
"REN",32500,0,32500,,5,"","","42 Store Manager.txt",12865,
"REN",62000,0,62000,,,"MARKET MGR","","40 District Manager.txt",29500,16635
"REN",87576,0,87576,,,"REGIONAL DR","","39 Regional Manager.txt",25576,-3924
"REN",123750,25000,148750,,3131,"DIVISIONAL VP","SR VP/COO","37 Top Store Operations.txt",61174,35598
