code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"CMA",16600,300,16900,,,"","","43 Assistant Store Manager.txt",,
"CMA",25600,800,26400,,5,"","","42 Store Manager.txt",9500,
"CMA",41800,1700,43500,,,"DM","","40 District Manager.txt",17100,7600
"CMA",72600,0,72600,,,"REG MGR","","39 Regional Manager.txt",29100,12000
"CMA",123500,0,123500,,2482,"DR STORE OPS","DIV PRES","37 Top Store Operations.txt",50900,21800
