code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"FOO",9136,10502,19638,,,"","","43 Assistant Store Manager.txt",,
"FOO",36124,4085,40209,,8,"","","42 Store Manager.txt",20571,
"FOO",49694,12943,62637,,,"DM","","40 District Manager.txt",22428,1857
"FOO",74433,21658,96091,,,"REG VPs","","39 Regional Manager.txt",33454,11026
"FOO",110000,41103,151103,,12914,"VP GEN SALES MGR","VP GEN MGR","37 Top Store Operations.txt",55012,21558
