code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"WMS",22429,204,22633,18200,,"","","43 Assistant Store Manager.txt",,
"WMS",31679,722,32401,,13,"","","42 Store Manager.txt",9768,
"WMS",54500,3600,58100,,,"DM","","40 District Manager.txt",25699,15931
"WMS",92167,0,92167,,,"RM","","39 Regional Manager.txt",34067,8368
"WMS",145000,0,145000,,4700,"SVP STORES","EVP/GM","37 Top Store Operations.txt",52833,18766
