code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"STE",20641,0,20641,,,"","","43 Assistant Store Manager.txt",,
"STE",34601,0,34601,,7,"","","42 Store Manager.txt",13960,
"STE",70301,0,70301,,,"DM","","40 District Manager.txt",35700,21740
"STE",137750,14933,152683,,,"VP REG OPS","","39 Regional Manager.txt",82382,46682
"STE",175000,13260,188260,,4627,"SR VP STORES","EX VP STORES","37 Top Store Operations.txt",35577,-46805
