code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"MOD",15100,,15100,,,"","","43 Assistant Store Manager.txt",,
"MOD",25100,400,25500,,7,"","","42 Store Manager.txt",10400,
"MOD",,,32800,,,"GROUP SUPERVISOR/DM IN TRAINING","","41 Area Manager.txt",7300,-3100
"MOD",48600,700,49300,,,"DM","","40 District Manager.txt",16500,9200
"MOD",76100,3800,79900,,,"RM","","39 Regional Manager.txt",30600,14100
"MOD",139000,13500,152500,,1449,"VP STORES"," PRES","37 Top Store Operations.txt",72600,42000
