code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"BIL",10656,,10656,9187,,"","","43 Assistant Store Manager.txt",,
"BIL",17476,165,17641,,5,"","","42 Store Manager.txt",6985,
"BIL",37442,62,37504,,,"DM","","40 District Manager.txt",19863,12878
"BIL",73833,0,73833,,,"REG MGR","","39 Regional Manager.txt",36329,16466
"BIL",103750,0,103750,,2186,"VP STORE OPS","CEO","37 Top Store Operations.txt",29917,-6412
