code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"JBA",11600,,11600,,,"","","43 Assistant Store Manager.txt",,
"JBA",18000,,18000,,2,"","","42 Store Manager.txt",6400,
"JBA",42100,0,42100,,,"DM","","40 District Manager.txt",24100,17700
"JBA",76400,0,76400,,,"RM","","39 Regional Manager.txt",34300,10200
"JBA",190000,0,190000,,3396,"DR STORE OPS","DIV PRES","37 Top Store Operations.txt",113600,79300
