code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"TAL",24676,950,25626,19354,,"","","43 Assistant Store Manager.txt",,
"TAL",35680,2230,37910,,17,"","","42 Store Manager.txt",12284,
"TAL",56327,4021,60348,,,"DM","","40 District Manager.txt",22438,10154
"TAL",91590,21567,113157,,,"REG DR","","39 Regional Manager.txt",52809,30371
"TAL",182108,73638,255746,,4548,"SR VP STORES","CEO","37 Top Store Operations.txt",142589,89780
