code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"KIN",10219,5811,16030,,,"","","43 Assistant Store Manager.txt",,
"KIN",31200,1219,32419,,6,"","","42 Store Manager.txt",16389,
"KIN",49568,2476,52044,,,"DM","","40 District Manager.txt",19625,3236
"KIN",68000,1955,69955,,,"REG VP","","39 Regional Manager.txt",17911,-1714
"KIN",91400,0,91400,,3600,"VP GEN S MGR","CEO SPEC FOOT","37 Top Store Operations.txt",21445,3534
