code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"REE",21042,5058,26100,,,"","","43 Assistant Store Manager.txt",,
"REE",30900,8805,39705,,7,"","","42 Store Manager.txt",13605,
"REE",49700,16950,66650,,,"DISTRICT SUPER","","40 District Manager.txt",26945,13340
"REE",78300,3680,81980,,,"REGIONAL SUPERVISOR","","39 Regional Manager.txt",15330,-11615
"REE",110000,15976,125976,,800,"VP, STORE OPS","PRES/CEO","37 Top Store Operations.txt",43996,28666
