code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"LIZ",25830,251,26081,24000,,"","","43 Assistant Store Manager.txt",,
"LIZ",34200,1000,35200,,10,"","","42 Store Manager.txt",9119,
"LIZ",56530,4700,61230,,,"DM","","40 District Manager.txt",26030,16911
"LIZ",83430,13000,96430,,,"REGIONAL MGR","","39 Regional Manager.txt",35200,9170
"LIZ",141250,14000,155250,,1038,"DIV VP OF STORES","PRES OF CORP RETAIL","37 Top Store Operations.txt",58820,23620
