code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"PAR",15100,,15100,,,"","","43 Assistant Store Manager.txt",,
"PAR",27100,400,27500,,6,"","","42 Store Manager.txt",12400,
"PAR",47500,1600,49100,,,"DM","","40 District Manager.txt",21600,9200
"PAR",76700,0,76700,,,"RM","","39 Regional Manager.txt",27600,6000
"PAR",120000,0,120000,,1431,"DR STORE OPS","DIV PRES","37 Top Store Operations.txt",43300,15700
