code,base,bonus,total,hire,reports,title,reportsto,fileName,firstDiff,secondDiff
"POT",25083,320,25403,19100,,"","","43 Assistant Store Manager.txt",,
"POT",35591,922,36513,,22,"","","42 Store Manager.txt",11110,
"POT",54200,700,54900,,,"DM","","40 District Manager.txt",18387,7277
"POT",78500,0,78500,,,"RM","","39 Regional Manager.txt",23600,5213
"POT",140000,0,140000,,1600,"VP/STORES","DIV PRES","37 Top Store Operations.txt",61500,37900
